device,event,n_student_params,run_name,teacher_cache_dir,teacher_cache_load_workers,teacher_cache_mode,teacher_cache_prefetch,run,loss_type,optimizer,beta,grad_norm,loss,lr,seconds,step,tokens_seen,train_loss_hard_teacher_margin,update_norm,ce_grad_signal_norm_beta,centered_logit_mse,distill_eval_loss,hard_teacher_margin,hard_teacher_xent,hard_xent,kernel_effective_rank,kernel_overlap_initial,kernel_overlap_teacher_target,kl_beta_prime_1,log_softmax_mse,logit_mse,student_effective_support_beta,student_entropy_beta,student_entropy_beta_prime_1,student_fisher_trace_beta,student_fisher_trace_beta_prime_1,student_teacher_argmax_acc,student_top1_conf_beta,student_true_acc,teacher_effective_support_beta,teacher_entropy_beta,teacher_entropy_beta_prime_1,teacher_fisher_trace_beta,teacher_margin,teacher_top1_conf_beta,teacher_true_acc,xent_beta_prime_1,path,train_kl_beta,train_loss_temp_xent,train_loss_temp_xent_unscaled,distill_eval_loss_unscaled,kl_beta,train_loss_centered_logit_mse,train_loss_raw_logit_mse,beta_label,condition
,train,,,,,,,xent_beta-0p5_adamw_seed17,xent,adamw,0.5,0.24613315994380866,19.674415588378906,0.00018764566386158976,2191.1032195091248,4010.0,8214528.0,,0.223573477894039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8621912002563477,19.674415588378906,9.837207794189453,,,,,0.5,xent beta=0.5 adamw
,train,,,,,,,xent_beta-0p5_adamw_seed17,xent,adamw,0.5,0.20396802078289755,19.50058364868164,0.00018594235253127373,2196.4157977104187,4020.0,8235008.0,,0.21973790974160035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8199797868728638,19.50058364868164,9.75029182434082,,,,,0.5,xent beta=0.5 adamw
,train,,,,,,,xent_beta-0p5_adamw_seed17,xent,adamw,0.5,0.20948913234847913,19.41489601135254,0.00018425400618492883,2201.555067539215,4030.0,8255488.0,,0.22439753427060855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8766496777534485,19.41489601135254,9.70744800567627,,,,,0.5,xent beta=0.5 adamw
,train,,,,,,,xent_beta-0p5_adamw_seed17,xent,adamw,0.5,0.2716035191897232,19.484066009521484,0.00018258069422386058,2207.4386694431305,4040.0,8275968.0,,0.21611091263275425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8996405005455017,19.484066009521484,9.742033004760742,,,,,0.5,xent beta=0.5 adamw
,train,,,,,,,xent_beta-0p5_adamw_seed17,xent,adamw,0.5,0.20841130836682958,19.458690643310547,0.00018092248543136982,2212.850347518921,4050.0,8296448.0,,0.20545906189412805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8388773202896118,19.458690643310547,9.729345321655273,,,,,0.5,xent beta=0.5 adamw
,train,,,,,,,xent_beta-0p5_adamw_seed17,xent,adamw,0.5,0.1696403880779274,19.283184051513672,0.00017927944796992522,2218.5992815494537,4060.0,8316928.0,,0.20916790521242296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8024606704711914,19.283184051513672,9.641592025756836,,,,,0.5,xent beta=0.5 adamw
,train,,,,,,,xent_beta-0p5_adamw_seed17,xent,adamw,0.5,0.18646794596868513,19.439285278320312,0.00017765164937836165,2224.5331773757935,4070.0,8337408.0,,0.2379561026478538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8116292357444763,19.439285278320312,9.719642639160156,,,,,0.5,xent beta=0.5 adamw
,train,,,,,,,xent_beta-0p5_adamw_seed17,xent,adamw,0.5,0.1693044802699173,19.397777557373047,0.00017603915656910324,2230.1856360435486,4080.0,8357888.0,,0.2367542846969916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8010749816894531,19.397777557373047,9.698888778686523,,,,,0.5,xent beta=0.5 adamw
,train,,,,,,,xent_beta-0p5_adamw_seed17,xent,adamw,0.5,0.26023001574994115,19.452747344970703,0.0001744420358254138,2235.861969470978,4090.0,8378368.0,,0.21204196263098488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9794701933860779,19.452747344970703,9.726373672485352,,,,,0.5,xent beta=0.5 adamw
,train,,,,,,,xent_beta-0p5_adamw_seed17,xent,adamw,0.5,0.17347585151618264,19.289236068725586,0.00017286035279867173,2241.431479215622,4100.0,8398848.0,,0.19758384971015402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8042352199554443,19.289236068725586,9.644618034362793,,,,,0.5,xent beta=0.5 adamw
,eval,,,,,,,xent_beta-0p5_adamw_seed17,xent,adamw,0.5,,,,2241.434520483017,4100.0,,,,0.017613772302865982,10512.4677734375,19.406230926513672,2.439493179321289,4.392003059387207,6.291234016418457,,,,2.664246082305908,10645.1015625,2434541.0,17023.07421875,9.714893341064453,5.265419960021973,0.24988915026187897,0.9056540727615356,0.1904296875,0.008754072710871696,0.1279296875,8143.873046875,8.891863822937012,4.11316442489624,0.24917352199554443,1.2421875,0.01924363151192665,0.14453125,6.777410507202148,,,,,9.703115463256836,0.8112516403198242,,,0.5,xent beta=0.5 adamw
,train,,,,,,,xent_beta-0p5_adamw_seed17,xent,adamw,0.5,0.20385996979326587,19.57707977294922,0.00017129417250567107,2247.3047637939453,4110.0,8419328.0,,0.20220937316424084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8941224813461304,19.57707977294922,9.78853988647461,,,,,0.5,xent beta=0.5 adamw
,train,,,,,,,xent_beta-0p5_adamw_seed17,xent,adamw,0.5,0.2750322162547881,19.48636245727539,0.0001697435593259496,2252.9549016952515,4120.0,8439808.0,,0.19768987921099734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8923872709274292,19.48636245727539,9.743181228637695,,,,,0.5,xent beta=0.5 adamw
,train,,,,,,,xent_beta-0p5_adamw_seed17,xent,adamw,0.5,0.4237438831700848,19.243549346923828,0.00016820857699914149,2258.7384769916534,4130.0,8460288.0,,0.21176044132217398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9062474966049194,19.243549346923828,9.621774673461914,,,,,0.5,xent beta=0.5 adamw
,train,,,,,,,xent_beta-0p5_adamw_seed17,xent,adamw,0.5,0.19406169441556423,19.547334671020508,0.00016668928862235817,2264.116636276245,4140.0,8480768.0,,0.2097331928850511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8706202507019043,19.547334671020508,9.773667335510254,,,,,0.5,xent beta=0.5 adamw
,train,,,,,,,xent_beta-0p5_adamw_seed17,xent,adamw,0.5,0.1979042837617496,19.362104415893555,0.00016518575664759428,2269.968127965927,4150.0,8501248.0,,0.18578907122860447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8299435377120972,19.362104415893555,9.681052207946777,,,,,0.5,xent beta=0.5 adamw
,train,,,,,,,xent_beta-0p5_adamw_seed17,xent,adamw,0.5,0.40648489954753914,19.470256805419922,0.00016369804287916026,2275.8870289325714,4160.0,8521728.0,,0.19285268774603911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8955668807029724,19.470256805419922,9.735128402709961,,,,,0.5,xent beta=0.5 adamw
,train,,,,,,,xent_beta-0p5_adamw_seed17,xent,adamw,0.5,0.15877089384820978,19.379682540893555,0.00016222620847114225,2281.7535362243652,4170.0,8542208.0,,0.18545329954119358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8259880542755127,19.379682540893555,9.689841270446777,,,,,0.5,xent beta=0.5 adamw
,train,,,,,,,xent_beta-0p5_adamw_seed17,xent,adamw,0.5,0.22537923120786515,19.402477264404297,0.00016077031392488795,2287.688514471054,4180.0,8562688.0,,0.19429372313925922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8550589084625244,19.402477264404297,9.701238632202148,,,,,0.5,xent beta=0.5 adamw
,train,,,,,,,xent_beta-0p5_adamw_seed17,xent,adamw,0.5,0.26018548583094026,19.52545166015625,0.00015933041908651967,2293.6268215179443,4190.0,8583168.0,,0.18577053930849005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8084689378738403,19.52545166015625,9.762725830078125,,,,,0.5,xent beta=0.5 adamw
,train,,,,,,,xent_beta-0p5_adamw_seed17,xent,adamw,0.5,0.16266656090037743,19.36217498779297,0.0001579065831444748,2299.682452917099,4200.0,8603648.0,,0.18306781862622074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8386873602867126,19.36217498779297,9.681087493896484,,,,,0.5,xent beta=0.5 adamw
,eval,,,,,,,xent_beta-0p5_adamw_seed17,xent,adamw,0.5,,,,2299.685537338257,4200.0,,,,0.017591670155525208,10516.515625,19.394084930419922,2.470123529434204,4.404327392578125,6.270096302032471,5.411839485168457,0.9826453328122802,0.5308377706000538,2.65336275100708,10649.046875,2434326.0,17022.876953125,9.715681076049805,5.232460021972656,0.24988983571529388,0.9028029441833496,0.2099609375,0.008911380544304848,0.1240234375,8143.873046875,8.891863822937012,4.11316442489624,0.24917352199554443,1.2421875,0.01924363151192665,0.14453125,6.76652717590332,,,,,9.697042465209961,0.8051781058311462,,,0.5,xent beta=0.5 adamw
,train,,,,,,,xent_beta-0p5_adamw_seed17,xent,adamw,0.5,0.1642395758546812,19.44831085205078,0.00015649886462707196,2306.313513278961,4210.0,8624128.0,,0.17904224729211382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8736485242843628,19.44831085205078,9.72415542602539,,,,,0.5,xent beta=0.5 adamw
,train,,,,,,,xent_beta-0p5_adamw_seed17,xent,adamw,0.5,0.21586747168922685,19.58597183227539,0.00015510732140010575,2311.9751546382904,4220.0,8644608.0,,0.18415133728563993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8216342329978943,19.58597183227539,9.792985916137695,,,,,0.5,xent beta=0.5 adamw
,train,,,,,,,xent_beta-0p5_adamw_seed17,xent,adamw,0.5,0.18042448250908666,19.64529800415039,0.0001537320106644679,2317.6792867183685,4230.0,8665088.0,,0.18179387648426426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8718999624252319,19.64529800415039,9.822649002075195,,,,,0.5,xent beta=0.5 adamw
,train,,,,,,,xent_beta-0p5_adamw_seed17,xent,adamw,0.5,0.1938227180188555,19.22955322265625,0.00015237298895379614,2323.0199115276337,4240.0,8685568.0,,0.18457633838499235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9203431606292725,19.22955322265625,9.614776611328125,,,,,0.5,xent beta=0.5 adamw
,train,,,,,,,xent_beta-0p5_adamw_seed17,xent,adamw,0.5,0.23383749012254465,19.519855499267578,0.00015103031213214996,2328.532710790634,4250.0,8706048.0,,0.17836614942759443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9208360910415649,19.519855499267578,9.759927749633789,,,,,0.5,xent beta=0.5 adamw
,train,,,,,,,xent_beta-0p5_adamw_seed17,xent,adamw,0.5,0.16147041392088096,19.423707962036133,0.00014970403539171475,2334.41109418869,4260.0,8726528.0,,0.1753856659538966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7931100130081177,19.423707962036133,9.711853981018066,,,,,0.5,xent beta=0.5 adamw
,train,,,,,,,xent_beta-0p5_adamw_seed17,xent,adamw,0.5,0.1760138976417989,19.770706176757812,0.00014839421325053243,2340.4623563289642,4270.0,8747008.0,,0.21629343336271725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8437356948852539,19.770706176757812,9.885353088378906,,,,,0.5,xent beta=0.5 adamw
,train,,,,,,,xent_beta-0p5_adamw_seed17,xent,adamw,0.5,0.23870009257306635,19.304641723632812,0.00014710089955026115,2346.007992744446,4280.0,8767488.0,,0.2035813999379856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8936824798583984,19.304641723632812,9.652320861816406,,,,,0.5,xent beta=0.5 adamw
,train,,,,,,,xent_beta-0p5_adamw_seed17,xent,adamw,0.5,0.2114230001058982,19.785938262939453,0.00014582414745396144,2352.4633264541626,4290.0,8787968.0,,0.2010152023693493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8707641959190369,19.785938262939453,9.892969131469727,,,,,0.5,xent beta=0.5 adamw
,train,,,,,,,xent_beta-0p5_adamw_seed17,xent,adamw,0.5,0.19491493249128852,19.404144287109375,0.00014456400944391147,2358.207436800003,4300.0,8808448.0,,0.18068207850722068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8265813589096069,19.404144287109375,9.702072143554688,,,,,0.5,xent beta=0.5 adamw
,eval,,,,,,,xent_beta-0p5_adamw_seed17,xent,adamw,0.5,,,,2358.2099549770355,4300.0,,,,0.017555760219693184,10517.7841796875,19.399229049682617,2.556159734725952,4.504728317260742,6.266298294067383,,,,2.6340408325195312,10652.9130859375,2434195.75,17455.173828125,9.743934631347656,5.382425308227539,0.2499038279056549,0.909270703792572,0.1884765625,0.008221643976867199,0.1279296875,8143.873046875,8.891863822937012,4.11316442489624,0.24917352199554443,1.2421875,0.01924363151192665,0.14453125,6.7472052574157715,,,,,9.699614524841309,0.8077511787414551,,,0.5,xent beta=0.5 adamw
,train,,,,,,,xent_beta-0p5_adamw_seed17,xent,adamw,0.5,0.20419230851618428,19.374610900878906,0.00014332053731944897,2363.6647107601166,4310.0,8828928.0,,0.17461011449111216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8109719753265381,19.374610900878906,9.687305450439453,,,,,0.5,xent beta=0.5 adamw
,train,,,,,,,xent_beta-0p5_adamw_seed17,xent,adamw,0.5,0.19716673975987922,19.097915649414062,0.00014209378219484284,2369.5804686546326,4320.0,8849408.0,,0.16092096944383932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7508983612060547,19.097915649414062,9.548957824707031,,,,,0.5,xent beta=0.5 adamw
,train,,,,,,,xent_beta-0p5_adamw_seed17,xent,adamw,0.5,0.19620239623256605,19.513591766357422,0.0001408837944971913,2375.342135667801,4330.0,8869888.0,,0.16072431310958288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8355081081390381,19.513591766357422,9.756795883178711,,,,,0.5,xent beta=0.5 adamw
,train,,,,,,,xent_beta-0p5_adamw_seed17,xent,adamw,0.5,0.25038896631892604,19.023178100585938,0.00013969062396434936,2381.6539919376373,4340.0,8890368.0,,0.18097192171438428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7415550351142883,19.023178100585938,9.511589050292969,,,,,0.5,xent beta=0.5 adamw
,train,,,,,,,xent_beta-0p5_adamw_seed17,xent,adamw,0.5,0.22285979238534862,19.45831298828125,0.00013851431964288444,2386.376034259796,4350.0,8910848.0,,0.1635190273705715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8071544766426086,19.45831298828125,9.729156494140625,,,,,0.5,xent beta=0.5 adamw
,train,,,,,,,xent_beta-0p5_adamw_seed17,xent,adamw,0.5,0.18559335530950063,19.508136749267578,0.00013735492988605971,2392.2486157417297,4360.0,8931328.0,,0.17950752323285216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8395476341247559,19.508136749267578,9.754068374633789,,,,,0.5,xent beta=0.5 adamw
,train,,,,,,,xent_beta-0p5_adamw_seed17,xent,adamw,0.5,0.16360344169867513,19.280044555664062,0.00013621250235184727,2397.664135694504,4370.0,8951808.0,,0.15339246807944637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8290354013442993,19.280044555664062,9.640022277832031,,,,,0.5,xent beta=0.5 adamw
,train,,,,,,,xent_beta-0p5_adamw_seed17,xent,adamw,0.5,0.17499342033381204,19.429752349853516,0.00013508708400096828,2403.3638973236084,4380.0,8972288.0,,0.15774770166043228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8727612495422363,19.429752349853516,9.714876174926758,,,,,0.5,xent beta=0.5 adamw
,train,,,,,,,xent_beta-0p5_adamw_seed17,xent,adamw,0.5,0.2691579587066042,19.564937591552734,0.00013397872109496337,2409.2100746631622,4390.0,8992768.0,,0.1708903853303167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9163577556610107,19.564937591552734,9.782468795776367,,,,,0.5,xent beta=0.5 adamw
,train,,,,,,,xent_beta-0p5_adamw_seed17,xent,adamw,0.5,0.21401817018434577,19.669145584106445,0.00013288745919429028,2414.9050903320312,4400.0,9013248.0,,0.1554205855500801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8517985343933105,19.669145584106445,9.834572792053223,,,,,0.5,xent beta=0.5 adamw
,eval,,,,,,,xent_beta-0p5_adamw_seed17,xent,adamw,0.5,,,,2414.907906770706,4400.0,,,,0.017605680972337723,10517.53515625,19.39415740966797,2.499424457550049,4.393853664398193,6.273826599121094,5.347378730773926,0.9828050126307323,0.5293864888313229,2.662003993988037,10649.845703125,2434394.25,17031.162109375,9.71530532836914,5.210153579711914,0.24988994002342224,0.8983844518661499,0.1982421875,0.009123967960476875,0.1259765625,8143.873046875,8.891863822937012,4.11316442489624,0.24917352199554443,1.2421875,0.01924363151192665,0.14453125,6.775168418884277,,,,,9.697078704833984,0.805214524269104,,,0.5,xent beta=0.5 adamw
,train,,,,,,,xent_beta-0p5_adamw_seed17,xent,adamw,0.5,0.4693423325221382,19.47103500366211,0.00013181334315645165,2421.439152956009,4410.0,9033728.0,,0.22394746864663592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.087346076965332,19.47103500366211,9.735517501831055,,,,,0.5,xent beta=0.5 adamw
,train,,,,,,,xent_beta-0p5_adamw_seed17,xent,adamw,0.5,0.22412590139950075,19.548992156982422,0.00013075641713415067,2427.2184867858887,4420.0,9054208.0,,0.16895822398308524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8715248703956604,19.548992156982422,9.774496078491211,,,,,0.5,xent beta=0.5 adamw
,train,,,,,,,xent_beta-0p5_adamw_seed17,xent,adamw,0.5,0.16528896435318066,18.982927322387695,0.00012971672457347662,2433.2649915218353,4430.0,9074688.0,,0.18221091740684622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7620576024055481,18.982927322387695,9.491463661193848,,,,,0.5,xent beta=0.5 adamw
,train,,,,,,,xent_beta-0p5_adamw_seed17,xent,adamw,0.5,0.20130231944257734,19.514772415161133,0.0001286943082121183,2438.886214017868,4440.0,9095168.0,,0.14640137864326622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8687478303909302,19.514772415161133,9.757386207580566,,,,,0.5,xent beta=0.5 adamw
,train,,,,,,,xent_beta-0p5_adamw_seed17,xent,adamw,0.5,0.18330476596808024,18.922649383544922,0.00012768921007760782,2443.894442796707,4450.0,9115648.0,,0.14115037111537404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7946563363075256,18.922649383544922,9.461324691772461,,,,,0.5,xent beta=0.5 adamw
,train,,,,,,,xent_beta-0p5_adamw_seed17,xent,adamw,0.5,0.20409004490770608,19.233129501342773,0.0001267014714855929,2449.4887244701385,4460.0,9136128.0,,0.14611920655827984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8873670101165771,19.233129501342773,9.616564750671387,,,,,0.5,xent beta=0.5 adamw
,train,,,,,,,xent_beta-0p5_adamw_seed17,xent,adamw,0.5,0.1461668904413211,19.37319564819336,0.00012573113303813817,2455.6841263771057,4470.0,9156608.0,,0.14447872633070524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7810916900634766,19.37319564819336,9.68659782409668,,,,,0.5,xent beta=0.5 adamw
,train,,,,,,,xent_beta-0p5_adamw_seed17,xent,adamw,0.5,0.18477622813688224,19.466350555419922,0.0001247782346220569,2461.1270570755005,4480.0,9177088.0,,0.14594452277121864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8222590684890747,19.466350555419922,9.733175277709961,,,,,0.5,xent beta=0.5 adamw
,train,,,,,,,xent_beta-0p5_adamw_seed17,xent,adamw,0.5,0.16991761889603205,19.479202270507812,0.00012384281540727047,2467.156030654907,4490.0,9197568.0,,0.14603440673668602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8125283122062683,19.479202270507812,9.739601135253906,,,,,0.5,xent beta=0.5 adamw
,train,,,,,,,xent_beta-0p5_adamw_seed17,xent,adamw,0.5,0.17418911418074765,19.248605728149414,0.00012292491384519912,2473.178573846817,4500.0,9218048.0,,0.15432665294895145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8075110912322998,19.248605728149414,9.624302864074707,,,,,0.5,xent beta=0.5 adamw
,eval,,,,,,,xent_beta-0p5_adamw_seed17,xent,adamw,0.5,,,,2473.1809618473053,4500.0,,,,0.017570190131664276,10519.265625,19.394596099853516,2.459909677505493,4.448505878448486,6.247102737426758,,,,2.623692512512207,10652.5380859375,2434346.75,17030.72265625,9.715778350830078,5.371768951416016,0.24989363551139832,0.9105080366134644,0.201171875,0.008443396538496017,0.126953125,8143.873046875,8.891863822937012,4.11316442489624,0.24917352199554443,1.2421875,0.01924363151192665,0.14453125,6.736856460571289,,,,,9.697298049926758,0.8054341077804565,,,0.5,xent beta=0.5 adamw
,train,,,,,,,xent_beta-0p5_adamw_seed17,xent,adamw,0.5,0.26741996878447233,19.55317497253418,0.00012202456766718093,2479.0058133602142,4510.0,9238528.0,,0.15297216240109932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94251549243927,19.55317497253418,9.77658748626709,,,,,0.5,xent beta=0.5 adamw
,train,,,,,,,xent_beta-0p5_adamw_seed17,xent,adamw,0.5,0.19544314403344765,19.33824920654297,0.00012114181388292079,2485.136930704117,4520.0,9259008.0,,0.13955743349739383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8057193160057068,19.33824920654297,9.669124603271484,,,,,0.5,xent beta=0.5 adamw
,train,,,,,,,xent_beta-0p5_adamw_seed17,xent,adamw,0.5,0.23029496231667873,19.50090980529785,0.00012027668877896935,2490.603089570999,4530.0,9279488.0,,0.14568933574327886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.909408450126648,19.50090980529785,9.750454902648926,,,,,0.5,xent beta=0.5 adamw
,train,,,,,,,xent_beta-0p5_adamw_seed17,xent,adamw,0.5,0.20751245783468086,19.357513427734375,0.00011942922791723108,2496.0628514289856,4540.0,9299968.0,,0.13838635230972296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8184276223182678,19.357513427734375,9.678756713867188,,,,,0.5,xent beta=0.5 adamw
,train,,,,,,,xent_beta-0p5_adamw_seed17,xent,adamw,0.5,0.23167206545843438,19.434499740600586,0.00011859946613350275,2501.4445102214813,4550.0,9320448.0,,0.14602542987034825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8605161905288696,19.434499740600586,9.717249870300293,,,,,0.5,xent beta=0.5 adamw
,train,,,,,,,xent_beta-0p5_adamw_seed17,xent,adamw,0.5,0.1768277680880393,19.28482437133789,0.00011778743753604132,2507.2648878097534,4560.0,9340928.0,,0.13709693822086438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7879151105880737,19.28482437133789,9.642412185668945,,,,,0.5,xent beta=0.5 adamw
,train,,,,,,,xent_beta-0p5_adamw_seed17,xent,adamw,0.5,0.1781507885937634,19.339054107666016,0.00011699317550416208,2512.999499797821,4570.0,9361408.0,,0.13603686049563282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8540796637535095,19.339054107666016,9.669527053833008,,,,,0.5,xent beta=0.5 adamw
,train,,,,,,,xent_beta-0p5_adamw_seed17,xent,adamw,0.5,0.2307387052686127,19.490802764892578,0.00011621671268686605,2518.4406967163086,4580.0,9381888.0,,0.1417051185483348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8705694675445557,19.490802764892578,9.745401382446289,,,,,0.5,xent beta=0.5 adamw
,train,,,,,,,xent_beta-0p5_adamw_seed17,xent,adamw,0.5,0.20299710101102358,19.418212890625,0.00011545808100149851,2524.157876729965,4590.0,9402368.0,,0.1356476817417479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8370231986045837,19.418212890625,9.7091064453125,,,,,0.5,xent beta=0.5 adamw
,train,,,,,,,xent_beta-0p5_adamw_seed17,xent,adamw,0.5,0.22213428615428177,19.557952880859375,0.00011471731163243675,2529.7722182273865,4600.0,9422848.0,,0.13755354233700356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8696287870407104,19.557952880859375,9.778976440429688,,,,,0.5,xent beta=0.5 adamw
,eval,,,,,,,xent_beta-0p5_adamw_seed17,xent,adamw,0.5,,,,2529.775077342987,4600.0,,,,0.01755133643746376,10517.9306640625,19.391090393066406,2.4862701892852783,4.4219770431518555,6.233544826507568,5.430915355682373,0.9751815795888685,0.5326044520605897,2.6311795711517334,10651.115234375,2434580.0,17112.28125,9.721875190734863,5.281925678253174,0.24989475309848785,0.9028434753417969,0.2060546875,0.008756905794143677,0.1220703125,8143.873046875,8.891863822937012,4.11316442489624,0.24917352199554443,1.2421875,0.01924363151192665,0.14453125,6.7443437576293945,,,,,9.695545196533203,0.8036813139915466,,,0.5,xent beta=0.5 adamw
,train,,,,,,,xent_beta-0p5_adamw_seed17,xent,adamw,0.5,0.23046330275511967,19.26419448852539,0.00011399443502980814,2536.617495059967,4610.0,9443328.0,,0.1319312780034494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9424542188644409,19.26419448852539,9.632097244262695,,,,,0.5,xent beta=0.5 adamw
,train,,,,,,,xent_beta-0p5_adamw_seed17,xent,adamw,0.5,0.4626345852117858,19.663497924804688,0.00011328948090823842,2541.713435649872,4620.0,9463808.0,,0.14303861884785143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9568654298782349,19.663497924804688,9.831748962402344,,,,,0.5,xent beta=0.5 adamw
,train,,,,,,,xent_beta-0p5_adamw_seed17,xent,adamw,0.5,0.20638539042400894,19.61638641357422,0.00011260247824563048,2547.4571857452393,4630.0,9484288.0,,0.1326395754925438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8178778290748596,19.61638641357422,9.80819320678711,,,,,0.5,xent beta=0.5 adamw
,train,,,,,,,xent_beta-0p5_adamw_seed17,xent,adamw,0.5,0.19841485430778932,19.27129364013672,0.00011193345528197292,2552.711613893509,4640.0,9504768.0,,0.13026347189060095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8552436828613281,19.27129364013672,9.63564682006836,,,,,0.5,xent beta=0.5 adamw
,train,,,,,,,xent_beta-0p5_adamw_seed17,xent,adamw,0.5,0.22343308862958916,19.546836853027344,0.00011128243951817938,2558.689056158066,4650.0,9525248.0,,0.12921374076464218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8835726380348206,19.546836853027344,9.773418426513672,,,,,0.5,xent beta=0.5 adamw
,train,,,,,,,xent_beta-0p5_adamw_seed17,xent,adamw,0.5,0.19703795470383273,19.22269058227539,0.00011064945771495816,2564.511649131775,4660.0,9545728.0,,0.12960879964397493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7785698175430298,19.22269058227539,9.611345291137695,,,,,0.5,xent beta=0.5 adamw
,train,,,,,,,xent_beta-0p5_adamw_seed17,xent,adamw,0.5,0.1764984502724113,19.59779167175293,0.0001100345358917119,2570.1951444149017,4670.0,9566208.0,,0.12150227927809339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.908896803855896,19.59779167175293,9.798895835876465,,,,,0.5,xent beta=0.5 adamw
,train,,,,,,,xent_beta-0p5_adamw_seed17,xent,adamw,0.5,0.21503096321185267,19.509765625,0.00010943769932546821,2575.6600029468536,4680.0,9586688.0,,0.1754851444397138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8763192296028137,19.509765625,9.7548828125,,,,,0.5,xent beta=0.5 adamw
